task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
95	7f/51efe1	4109	NFCORE_RNASEQ:RNASEQ:DUPRADAR (RAP1_IAA_30M_REP1)	COMPLETED	0	2021-06-20 17:08:07.544	39.7s	6s	145.9%	192.3 MB	2.4 GB	74.9 MB	95.1 KB
104	0c/49eca4	4110	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (RAP1_IAA_30M_REP1)	COMPLETED	0	2021-06-20 17:08:07.560	39.7s	0ms	96.5%	2.2 MB	24.1 MB	13.5 MB	8.2 KB
105	bc/646361	4111	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (RAP1_UNINDUCED_REP2)	COMPLETED	0	2021-06-20 17:08:12.306	35s	0ms	99.4%	3.4 MB	33.9 MB	682.2 KB	111.1 KB
34	1d/d21231	4040	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (WT_REP1)	COMPLETED	0	2021-06-20 17:05:42.280	3m 10s	3m 4s	99.5%	2.3 GB	6 GB	1.6 GB	23.3 MB
106	82/5f97f0	4112	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (RAP1_UNINDUCED_REP2)	COMPLETED	0	2021-06-20 17:08:12.326	40s	0ms	98.3%	3.6 MB	33.9 MB	847.3 KB	124.4 KB
119	fa/77fc6f	4114	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:SAMTOOLS_INDEX (WT_REP2)	COMPLETED	0	2021-06-20 17:08:17.325	35s	0ms	103.0%	1.3 MB	22.2 MB	3.5 MB	2.2 KB
111	25/64a2c4	4113	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_INNERDISTANCE (WT_REP2)	COMPLETED	0	2021-06-20 17:08:17.288	40s	5s	192.8%	46.8 MB	704.6 MB	26.9 MB	1.8 MB
114	86/569f5e	4115	NFCORE_RNASEQ:RNASEQ:STRINGTIE (WT_REP2)	COMPLETED	0	2021-06-20 17:08:17.341	39.9s	1s	99.8%	3.7 MB	23.8 MB	5.1 MB	114.9 KB
115	98/9440e9	4116	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_INFEREXPERIMENT (WT_REP2)	COMPLETED	0	2021-06-20 17:08:17.357	44.9s	3s	216.7%	42.7 MB	691.5 MB	21.2 MB	537 B
109	ae/2e8469	4117	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_JUNCTIONANNOTATION (WT_REP2)	COMPLETED	0	2021-06-20 17:08:17.374	44.9s	3s	243.1%	117.3 MB	1.4 GB	26.9 MB	99.5 KB
107	c1/f421e4	4118	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_BAMSTAT (WT_REP2)	COMPLETED	0	2021-06-20 17:08:17.390	49.9s	3s	204.4%	37 MB	686.2 MB	21.2 MB	1 KB
112	e3/09d14f	4119	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_READDUPLICATION (WT_REP2)	COMPLETED	0	2021-06-20 17:08:17.405	49.9s	4s	233.5%	99.8 MB	1.4 GB	26.9 MB	22.8 KB
110	08/ce2c7b	4120	NFCORE_RNASEQ:RNASEQ:DUPRADAR (WT_REP2)	COMPLETED	0	2021-06-20 17:08:17.420	54.8s	4s	159.9%	238.4 MB	2.4 GB	73.3 MB	92.7 KB
113	f1/e6b9b2	4121	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (WT_REP2)	COMPLETED	0	2021-06-20 17:08:17.440	54.8s	4s	362.1%	419.8 MB	10.7 GB	30.2 MB	6 MB
108	54/f3de67	4122	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (WT_REP2)	COMPLETED	0	2021-06-20 17:08:17.455	59.8s	0ms	110.9%	4.3 MB	41.7 MB	7.4 MB	816.8 KB
118	23/442888	4123	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_JUNCTIONSATURATION (WT_REP2)	COMPLETED	0	2021-06-20 17:08:17.471	59.8s	3s	246.4%	109.9 MB	1.4 GB	26.9 MB	15.7 KB
117	79/5aaa59	4124	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (WT_REP2)	COMPLETED	0	2021-06-20 17:08:17.489	59.8s	0ms	44.4%	2.2 MB	23.1 MB	13.1 MB	7.5 KB
116	48/f5f0d5	4125	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_READDISTRIBUTION (WT_REP2)	COMPLETED	0	2021-06-20 17:08:17.506	1m 5s	2s	212.6%	44.1 MB	692.8 MB	21.3 MB	1.4 KB
121	bc/37d3c1	4126	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_REVERSE:UCSC_BEDCLIP (RAP1_IAA_30M_REP1)	COMPLETED	0	2021-06-20 17:08:27.300	55s	0ms	81.2%	1.6 MB	5.4 MB	325 KB	259.1 KB
120	d2/f4f627	4127	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_FORWARD:UCSC_BEDCLIP (RAP1_IAA_30M_REP1)	COMPLETED	0	2021-06-20 17:08:27.318	55s	0ms	94.7%	3.9 MB	18.2 MB	260.6 KB	194.7 KB
122	b9/7ea3fe	4128	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (RAP1_IAA_30M_REP1)	COMPLETED	0	2021-06-20 17:08:47.301	35s	0ms	96.0%	1.2 MB	11 MB	1.7 MB	1.4 KB
123	b2/ff1d92	4129	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (WT_REP1)	COMPLETED	0	2021-06-20 17:08:52.303	35s	0ms	189.2%	2.8 MB	1.7 GB	13 MB	6.5 MB
126	23/af50ab	4131	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_REVERSE:UCSC_BEDCLIP (WT_REP2)	COMPLETED	0	2021-06-20 17:09:17.336	9.9s	0ms	89.5%	4.3 MB	18.5 MB	302.6 KB	236.7 KB
125	15/577d63	4132	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_FORWARD:UCSC_BEDCLIP (WT_REP2)	COMPLETED	0	2021-06-20 17:09:17.359	9.9s	0ms	84.2%	4.3 MB	18.5 MB	237.9 KB	172 KB
124	c9/66c31c	4130	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (WT_REP1)	COMPLETED	0	2021-06-20 17:08:52.791	39.5s	3s	183.1%	817.2 MB	993.5 MB	10.8 MB	17.9 KB
127	9e/a40bb4	4133	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (WT_REP2)	COMPLETED	0	2021-06-20 17:09:17.378	14.9s	1s	84.0%	1.2 MB	11 MB	1.7 MB	1.4 KB
128	f1/cc8bb2	4134	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (RAP1_IAA_30M_REP1)	COMPLETED	0	2021-06-20 17:09:22.294	10s	0ms	94.1%	1.6 MB	33.9 MB	826.3 KB	122.1 KB
129	30/9bd740	4135	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (RAP1_IAA_30M_REP1)	COMPLETED	0	2021-06-20 17:09:22.312	10s	0ms	97.0%	3.4 MB	33.9 MB	632.9 KB	105.8 KB
130	4f/56e3ae	4136	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (WT_REP1)	COMPLETED	0	2021-06-20 17:09:27.291	10s	0ms	98.3%	2.4 MB	26.6 MB	6.6 MB	3.8 KB
132	73/6c307d	4138	NFCORE_RNASEQ:RNASEQ:PRESEQ_LCEXTRAP (WT_REP1)	COMPLETED	0	2021-06-20 17:09:27.330	9.9s	1s	99.6%	36 MB	47.4 MB	6.6 MB	401.6 KB
131	8d/a71569	4137	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (WT_REP1)	COMPLETED	0	2021-06-20 17:09:27.310	15s	7s	287.8%	2.5 GB	11.1 GB	40.3 MB	7.5 MB
133	88/140626	4139	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (WT_REP2)	COMPLETED	0	2021-06-20 17:09:27.353	14.9s	0ms	84.7%	1.5 MB	25 MB	759 KB	117 KB
134	84/2e4f73	4140	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (WT_REP2)	COMPLETED	0	2021-06-20 17:09:27.373	14.9s	0ms	88.4%	1.5 MB	24.8 MB	564.9 KB	100.9 KB
135	20/ae5fac	4141	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_TX2GENE (genome_gfp.gtf)	COMPLETED	0	2021-06-20 17:09:32.323	14.9s	1s	92.6%	2.3 MB	29.8 MB	1.9 MB	4.4 KB
137	8f/9ab596	4142	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (RAP1_UNINDUCED_REP2)	COMPLETED	0	2021-06-20 17:09:37.298	10s	0ms	99.2%	1.5 MB	22.3 MB	3.1 MB	46.3 KB
139	ce/15e045	4143	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (RAP1_IAA_30M_REP1)	COMPLETED	0	2021-06-20 17:09:37.344	10s	0ms	101.5%	1.6 MB	26.3 MB	3.5 MB	70.8 KB
136	42/1094c6	4144	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (RAP1_UNINDUCED_REP1)	COMPLETED	0	2021-06-20 17:09:37.361	10s	0ms	95.9%	1.3 MB	22.2 MB	1.7 MB	41.9 KB
147	1e/fe848a	4145	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WT_REP2)	COMPLETED	0	2021-06-20 17:09:37.378	14.9s	0ms	76.7%	1.2 MB	16.2 MB	128.4 KB	394 B
141	cb/b739f6	4146	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (RAP1_UNINDUCED_REP2)	COMPLETED	0	2021-06-20 17:09:37.393	14.9s	0ms	100.4%	1.3 MB	22.2 MB	3.1 MB	735 B
138	b2/9431bc	4147	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (RAP1_UNINDUCED_REP1)	COMPLETED	0	2021-06-20 17:09:37.410	14.9s	0ms	70.6%	1.4 MB	26.3 MB	127.9 KB	394 B
140	db/22b1b4	4148	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (RAP1_UNINDUCED_REP1)	COMPLETED	0	2021-06-20 17:09:37.426	14.9s	0ms	88.9%	2.4 MB	26.6 MB	1.7 MB	733 B
144	5a/fb8c4b	4149	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (RAP1_IAA_30M_REP1)	COMPLETED	0	2021-06-20 17:09:37.442	14.9s	0ms	105.7%	1.9 MB	26.3 MB	128.5 KB	395 B
143	15/f47b27	4150	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT_REP2)	COMPLETED	0	2021-06-20 17:09:37.457	19.8s	1s	101.6%	1.5 MB	22.2 MB	3.3 MB	72.7 KB
150	22/955b70	4151	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WT_REP1)	COMPLETED	0	2021-06-20 17:09:37.472	19.8s	0ms	96.6%	1.6 MB	26.3 MB	130 KB	395 B
145	b8/671554	4152	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT_REP1)	COMPLETED	0	2021-06-20 17:09:37.487	19.8s	0ms	99.8%	2.9 MB	28.1 MB	6.6 MB	71.4 KB
149	26/6f8f8a	4153	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT_REP1)	COMPLETED	0	2021-06-20 17:09:37.501	19.8s	1s	98.0%	1.6 MB	26.3 MB	6.6 MB	765 B
148	0f/5c0753	4154	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT_REP2)	COMPLETED	0	2021-06-20 17:09:37.515	24.7s	0ms	95.3%	2.1 MB	26.3 MB	3.3 MB	760 B
142	b6/a6477d	4155	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (RAP1_UNINDUCED_REP2)	COMPLETED	0	2021-06-20 17:09:37.530	24.7s	0ms	104.7%	1.3 MB	24.3 MB	128.6 KB	395 B
146	dc/e10455	4156	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (RAP1_IAA_30M_REP1)	COMPLETED	0	2021-06-20 17:09:37.544	24.7s	0ms	85.2%	1 MB	11 MB	3.5 MB	760 B
159	9c/9a7b3e	4157	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_READDUPLICATION (WT_REP1)	COMPLETED	0	2021-06-20 17:09:42.301	25s	4s	212.4%	53 MB	705.8 MB	30.3 MB	33.4 KB
152	c1/ef1f44	4158	NFCORE_RNASEQ:RNASEQ:STRINGTIE (WT_REP1)	COMPLETED	0	2021-06-20 17:09:42.317	25s	1s	98.7%	2.4 MB	22.5 MB	9 MB	118.8 KB
153	25/4107f2	4159	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_READDISTRIBUTION (WT_REP1)	COMPLETED	0	2021-06-20 17:09:42.333	29.9s	3s	196.5%	51.5 MB	706.6 MB	24.8 MB	1.4 KB
157	e0/bc5901	4160	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_JUNCTIONANNOTATION (WT_REP1)	COMPLETED	0	2021-06-20 17:09:42.349	29.9s	3s	232.8%	108.1 MB	1.4 GB	30.4 MB	112.2 KB
151	bd/03a9a3	4161	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:SAMTOOLS_INDEX (WT_REP1)	COMPLETED	0	2021-06-20 17:09:42.364	29.9s	0ms	95.1%	2.4 MB	26.6 MB	7 MB	3.7 KB
156	24/15aebf	4162	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_BAMSTAT (WT_REP1)	COMPLETED	0	2021-06-20 17:09:42.382	34.9s	3s	200.7%	40.4 MB	691.5 MB	24.7 MB	1 KB
161	6a/d74b36	4163	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (WT_REP1)	COMPLETED	0	2021-06-20 17:09:42.398	34.9s	1s	108.2%	6.9 MB	43.8 MB	14.4 MB	1.1 MB
155	f7/04eec4	4164	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_INNERDISTANCE (WT_REP1)	COMPLETED	0	2021-06-20 17:09:42.419	44.8s	6s	170.3%	59.2 MB	709.1 MB	30.3 MB	3.2 MB
154	2f/1d9a3f	4165	NFCORE_RNASEQ:RNASEQ:DUPRADAR (WT_REP1)	COMPLETED	0	2021-06-20 17:09:42.435	44.8s	6s	148.7%	164.1 MB	2.4 GB	89 MB	97.6 KB
163	35/3e6c35	4167	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (WT_REP1)	COMPLETED	0	2021-06-20 17:09:42.471	44.8s	1s	98.4%	2.2 MB	23.1 MB	17 MB	8.7 KB
158	96/534e13	4166	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (WT_REP1)	COMPLETED	0	2021-06-20 17:09:42.452	49.8s	6s	325.8%	685.6 MB	11.1 GB	39.4 MB	11.7 MB
160	af/35af13	4168	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_INFEREXPERIMENT (WT_REP1)	COMPLETED	0	2021-06-20 17:09:42.486	49.8s	3s	191.9%	45.1 MB	700.1 MB	24.7 MB	538 B
162	b3/28b55f	4169	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_JUNCTIONSATURATION (WT_REP1)	COMPLETED	0	2021-06-20 17:09:42.504	59.8s	4s	231.1%	89.2 MB	1.4 GB	30.3 MB	15.8 KB
168	c7/c69759	4171	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (RAP1_UNINDUCED_REP2)	COMPLETED	0	2021-06-20 17:10:12.321	30s	0ms	97.3%	1.6 MB	26.3 MB	3.2 MB	46.3 KB
166	cd/9eb762	4172	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (RAP1_UNINDUCED_REP2)	COMPLETED	0	2021-06-20 17:10:12.338	34.9s	0ms	99.1%	1.6 MB	26.3 MB	128.7 KB	394 B
167	40/a4d7dc	4173	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (RAP1_UNINDUCED_REP1)	COMPLETED	0	2021-06-20 17:10:12.355	34.9s	0ms	96.2%	1.6 MB	26.3 MB	1.7 MB	41.9 KB
173	3d/cff30c	4174	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (RAP1_UNINDUCED_REP2)	COMPLETED	0	2021-06-20 17:10:12.371	34.9s	0ms	99.0%	1.9 MB	26.3 MB	3.2 MB	738 B
164	f5/3b5fb5	4170	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_TXIMPORT	COMPLETED	0	2021-06-20 17:09:47.354	1m 5s	17s	116.6%	606.4 MB	2.8 GB	66.8 MB	63.7 KB
170	f0/7a66d5	4175	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (RAP1_IAA_30M_REP1)	COMPLETED	0	2021-06-20 17:10:12.385	39.9s	0ms	98.4%	1.6 MB	26.3 MB	3.7 MB	70.8 KB
171	52/390878	4176	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (RAP1_UNINDUCED_REP1)	COMPLETED	0	2021-06-20 17:10:12.399	39.9s	0ms	104.9%	1.6 MB	26.3 MB	1.7 MB	739 B
169	36/6d73c4	4177	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (RAP1_IAA_30M_REP1)	COMPLETED	0	2021-06-20 17:10:12.418	44.8s	0ms	100.0%	1 MB	11 MB	128.5 KB	395 B
172	1b/52573d	4178	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT_REP2)	COMPLETED	0	2021-06-20 17:10:12.433	44.8s	1s	99.3%	1.6 MB	26.3 MB	3.5 MB	72.7 KB
175	cf/1f643f	4179	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WT_REP1)	COMPLETED	0	2021-06-20 17:10:12.448	44.8s	0ms	81.6%	1 MB	11 MB	130 KB	395 B
176	5d/47fbb8	4180	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (RAP1_IAA_30M_REP1)	COMPLETED	0	2021-06-20 17:10:12.463	44.8s	0ms	106.2%	1.6 MB	26.3 MB	3.7 MB	765 B
165	a5/49f456	4181	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (RAP1_UNINDUCED_REP1)	COMPLETED	0	2021-06-20 17:10:12.477	49.8s	0ms	87.5%	1.5 MB	22.2 MB	128 KB	394 B
178	fc/e77096	4182	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT_REP2)	COMPLETED	0	2021-06-20 17:10:12.492	49.8s	0ms	104.7%	1.5 MB	22.2 MB	3.5 MB	765 B
177	7f/01a736	4183	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT_REP1)	COMPLETED	0	2021-06-20 17:10:12.509	49.8s	1s	100.4%	1.3 MB	22.2 MB	7 MB	71.4 KB
174	1c/5b1bbe	4184	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WT_REP2)	COMPLETED	0	2021-06-20 17:10:12.523	49.8s	1s	106.7%	1.3 MB	24.3 MB	128.4 KB	395 B
179	17/ade0fa	4185	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT_REP1)	COMPLETED	0	2021-06-20 17:10:12.537	54.7s	0ms	101.7%	1.8 MB	26.3 MB	7 MB	770 B
181	67/e43428	4186	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_FORWARD:UCSC_BEDCLIP (WT_REP1)	COMPLETED	0	2021-06-20 17:10:17.290	50s	0ms	88.3%	3.9 MB	18.2 MB	313.8 KB	247.9 KB
180	ac/6a1352	4187	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_REVERSE:UCSC_BEDCLIP (WT_REP1)	COMPLETED	0	2021-06-20 17:10:17.304	50s	0ms	90.1%	4.3 MB	18.5 MB	369 KB	303.1 KB
182	7b/a93b2c	4188	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (WT_REP1)	COMPLETED	0	2021-06-20 17:10:27.321	40s	0ms	84.3%	1.2 MB	11 MB	1.7 MB	1.4 KB
187	82/b74cd1	4189	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_SE_GENE_LENGTH_SCALED (salmon_tx2gene.tsv)	COMPLETED	0	2021-06-20 17:10:52.295	25s	10s	128.4%	350.9 MB	1 GB	47.8 MB	15.6 KB
183	57/3cf528	4190	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_SE_GENE (salmon_tx2gene.tsv)	COMPLETED	0	2021-06-20 17:10:52.324	29.9s	10s	127.7%	385.6 MB	1 GB	47.8 MB	13.2 KB
184	5d/973f90	4191	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_SE_GENE_SCALED (salmon_tx2gene.tsv)	COMPLETED	0	2021-06-20 17:10:52.344	39.9s	10s	128.3%	393.1 MB	1 GB	47.8 MB	15.5 KB
185	d7/383a5c	4192	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_SE_TRANSCRIPT (salmon_tx2gene.tsv)	COMPLETED	0	2021-06-20 17:10:52.361	39.9s	10s	128.5%	393.5 MB	1 GB	47.8 MB	13.3 KB
188	1e/e180cb	4194	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (WT_REP1)	COMPLETED	0	2021-06-20 17:11:07.297	30s	0ms	95.2%	3.6 MB	33.9 MB	792.6 KB	119.3 KB
189	5f/efd983	4195	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (WT_REP1)	COMPLETED	0	2021-06-20 17:11:07.312	30s	0ms	87.0%	2.1 MB	33.9 MB	958.1 KB	135 KB
186	9f/29d2e6	4193	NFCORE_RNASEQ:RNASEQ:DESEQ2_QC_STAR_SALMON	COMPLETED	0	2021-06-20 17:10:52.377	59.9s	16s	116.7%	675.7 MB	2.7 GB	67.7 MB	58.8 KB
190	ec/95cae3	4196	NFCORE_RNASEQ:RNASEQ:GET_SOFTWARE_VERSIONS	COMPLETED	0	2021-06-20 17:11:52.337	4.9s	0ms	88.9%	2.4 MB	30.8 MB	398.8 KB	1.8 KB
191	17/c6822b	4197	NFCORE_RNASEQ:RNASEQ:MULTIQC (1)	COMPLETED	0	2021-06-20 17:11:57.353	1m 10s	1m 3s	12.8%	90.1 MB	2.2 GB	43.1 MB	6.3 MB
